No.,Scan List Name,Scan Channel Member,Scan Channel Member RX Frequency,Scan Mode,Priority Channel Select,Priority Channel 1,Priority Channel 1 RX Frequency,Priority Channel 2,Priority Channel 2 RX Frequency,Revert Channel,Look Back Time A[s],Look Back Time B[s],Dropout Delay Time[s],Dwell Time[s],Designated TX Channel
1,Main Scan,ENCRYPTED 1|ENCRYPTED 2|ENCRYPTED 3|FRS 2|FRS 22|MARINE 16|MARINE 9|USCG 22A|MARINE 68|MARINE 69|MARINE 71|MARINE 72|HYA TWR|HYA GND|HYA ATIS|GUARD|UNICOM|BCSO|BREWSTR FD|CHAT FD|COMM FD|COTUIT FD|DENNIS FD|EASTHAM FD|HARWICH FD|HYANNIS FD|ORLEANS FD|PTOWN FD|SAND FD|WELLFL FD|YARM FD|NOAA WX,451.01250|456.08750|462.11250|462.58750|462.72500|156.80000|156.45000|157.10000|156.42500|156.47500|156.57500|156.62500|119.50000|118.45000|123.80000|121.50000|122.95000|155.56500|453.55000|453.37500|453.73750|453.38750|453.32500|453.80000|460.55000|460.62500|453.12500|453.27500|460.42500|453.18750|453.15000|162.47500,TO,Priority Channel,ENCRYPTED 1,451.01250,ENCRYPTED 2,456.08750,Selected,1.5,1.5,0.3,0.3,Last Active Channel
